1.7146	2.0432	2.1118	2.1286	1.4851	0.40092	0.061593	0.066339	0.07953	0.04472	0.047529	0.061144	0.029346	0.0055765	0.0013512	0.0042981	0.0096809	0.0096486	0.0039659	0.00090358	0.00044699	0.0012441	0.004594	0.010374	0.012982	0.0087196	0.0042392	0.00079392	0.00074087	0.0010844	0.00050392	0.00038668	0.0005387	0.00050699	0.0010414	0.0025431	0.002192	0.0017703	0.0013013	0.0026933	0.0040323	0.003825	0.0022638	0.00063733	0.0003281	0.00035406	0.00046261	0.00051202	0.00060224	0.00058962	0.00043988	0.00045624	0.00051044	0.00079952	0.00090196	0.0009892	0.00090691	0.00079057	0.00076363	0.00082396	0.00073833	0.00060767	0.00097204	100
2.3776	2.2199	1.8797	0.58063	0.84147	1.2882	0.69764	0.45241	0.35652	0.18346	0.12438	0.07835	0.024461	0.002827	0.01185	0.018844	0.022089	0.018614	0.0062138	0.010124	0.023359	0.027398	0.029763	0.02125	0.011165	0.0074954	0.004726	0.0040593	0.0066982	0.0039314	0.0023875	0.0015782	0.0005209	0.00074216	0.0016035	0.0018518	0.0013321	0.0008307	0.00045387	0.00076403	0.0014966	0.0041993	0.0033585	0.00098447	0.0003447	0.00055207	0.00046206	0.00030157	0.00040075	0.00040176	0.00053902	0.00047474	0.00043858	0.00053229	0.00060838	0.00057304	0.00071715	0.00079477	0.00086323	0.00062324	0.00067772	0.00085905	0.00060536	101
3.5154	2.9063	0.87874	0.045322	0.02097	0.072676	0.083271	0.08425	0.37297	0.45057	0.22945	0.11849	0.023945	0.023585	0.059625	0.061608	0.02019	0.0093325	0.016887	0.01509	0.015827	0.011331	0.017381	0.0075438	0.0057883	0.011389	0.016078	0.011582	0.013831	0.0064719	0.00091705	0.00051017	0.00044445	0.00052702	0.00048007	0.00057123	0.0024346	0.0041059	0.0019956	0.0015757	0.0040668	0.0037767	0.0016982	0.0012006	0.00079773	0.00081568	0.00068263	0.00061759	0.00061516	0.00057678	0.00066883	0.00065044	0.00050064	0.0005951	0.0007618	0.0010065	0.0011327	0.00061319	0.00094424	0.00080714	0.0010952	0.00081607	0.0010092	102
1.8328	2.6833	1.609	0.72562	0.18461	0.041844	0.029332	0.076111	0.10037	0.056281	0.020505	0.013817	0.0096773	0.0022851	0.00076707	0.013052	0.028862	0.019072	0.0071307	0.0035893	0.00082003	0.0022837	0.010624	0.013807	0.0054559	0.01307	0.016678	0.0082831	0.001552	0.00079535	0.00034438	0.00021206	0.00021257	0.00028223	0.001055	0.0018852	0.001373	0.00082419	0.00058449	0.00056377	0.00035782	0.00060859	0.00032199	0.00064142	0.00073568	0.0004291	0.00032736	0.00062338	0.00038406	0.00030515	0.00035526	0.00039161	0.0003456	0.00041226	0.0006243	0.00050003	0.00030319	0.00050623	0.00057183	0.00068052	0.00078436	0.00077919	0.00060837	103
3.3221	3.0477	1.6515	0.34831	0.025596	0.092862	0.1545	0.076375	0.01653	0.011952	0.0064142	0.0051288	0.0018765	0.00042379	0.0022768	0.0047793	0.0029103	0.004809	0.0094632	0.0068871	0.0090343	0.0107	0.01036	0.0086878	0.0025037	0.00047168	0.00045625	0.00042333	0.00045529	0.00026645	0.00024219	0.00031257	0.00044344	0.00047634	0.0003226	0.00021974	0.00017495	0.00025487	0.00025503	0.00020296	0.00019543	0.00028273	0.00023863	0.00017352	0.00022945	0.0002848	0.00020223	0.00021165	0.00025945	0.00018141	0.00025788	0.00035796	0.00036066	0.00037281	0.00042297	0.00058502	0.00070188	0.00059641	0.00048327	0.00048533	0.00062388	0.00056939	0.00051599	104
3.9195	3.2765	1.3902	0.096611	0.23247	0.50251	0.41381	0.30637	0.16817	0.27494	0.2603	0.11591	0.01667	0.00814	0.032393	0.066754	0.041498	0.0076896	0.011505	0.022507	0.027029	0.016103	0.021794	0.021636	0.0063257	0.0034302	0.0087929	0.010883	0.014876	0.010743	0.001653	0.0006655	0.00045113	0.00067477	0.00099331	0.0017496	0.0036081	0.0047285	0.0066471	0.0042288	0.004072	0.0029397	0.00050454	0.00039318	0.00097232	0.00096976	0.00046412	0.00043573	0.00038132	0.00030861	0.00051461	0.0005726	0.00063467	0.00066528	0.00073696	0.00083974	0.0007314	0.00054571	0.00059506	0.00065041	0.00069988	0.00091546	0.00093724	105
0.06914	0.16426	0.14424	0.3191	0.4572	0.37062	0.6051	1.1396	1.5699	1.6378	1.1554	0.74908	0.7096	0.47822	0.38519	0.40125	0.41603	0.36475	0.29191	0.26166	0.29482	0.3938	0.55459	0.62925	0.6891	0.55398	0.73542	0.78985	0.4352	0.29722	0.20992	0.19411	0.14443	0.12737	0.15814	0.20305	0.2618	0.20214	0.16799	0.12246	0.18196	0.18368	0.12947	0.16184	0.15943	0.12597	0.11026	0.082422	0.088582	0.082383	0.072748	0.070214	0.074774	0.075875	0.055061	0.05015	0.047479	0.045927	0.045886	0.035936	0.033627	0.027065	0.016524	106
2.085	1.7593	0.58426	0.24979	0.31715	0.36426	0.27003	0.14925	0.19735	0.23246	0.33181	0.46163	0.72317	0.71117	0.3428	0.17964	0.20819	0.27475	0.21424	0.15941	0.21848	0.13487	0.31188	0.36537	0.51725	0.52589	0.38928	0.25198	0.46591	0.46746	0.23066	0.10053	0.077549	0.14271	0.13882	0.30232	0.29778	0.29715	0.29711	0.37353	0.2779	0.15952	0.22057	0.27269	0.22625	0.19103	0.30821	0.22309	0.16268	0.18961	0.15744	0.10896	0.079243	0.078399	0.073145	0.054112	0.067121	0.047224	0.045332	0.034362	0.024683	0.025413	0.014461	107
2.108	1.7633	0.57523	0.13154	0.16697	0.20935	0.22025	0.38918	0.41416	0.86082	1.3103	0.82901	0.68756	0.39904	0.34057	0.33061	0.27257	0.25233	0.20451	0.16207	0.1457	0.12215	0.17871	0.19756	0.24289	0.18699	0.18295	0.21721	0.16507	0.12392	0.109	0.094607	0.0869	0.098596	0.11681	0.12724	0.21874	0.23572	0.20092	0.16628	0.14047	0.11387	0.1003	0.07618	0.059002	0.049376	0.039771	0.062113	0.066583	0.052355	0.039199	0.023752	0.018591	0.024137	0.028165	0.022534	0.01719	0.018058	0.015201	0.013259	0.016651	0.014301	0.0055455	108
1.6478	1.4965	0.57836	0.62519	0.78235	0.70824	1.0825	0.86918	0.60685	0.62446	0.50654	0.31971	0.34548	0.3379	0.22798	0.27588	0.21512	0.15449	0.11632	0.16267	0.15123	0.25766	0.40406	0.45234	0.32555	0.33891	0.23901	0.20375	0.14406	0.092328	0.057263	0.046454	0.031557	0.037682	0.089893	0.094642	0.11518	0.13246	0.14778	0.099526	0.09846	0.083416	0.063913	0.068766	0.082543	0.08373	0.066993	0.054411	0.055955	0.043866	0.039304	0.026152	0.036207	0.055563	0.045761	0.020936	0.024696	0.021368	0.019467	0.011184	0.0083318	0.0074627	0.006225	109
