iter	Logloss
0	0.5503100077
1	0.421405379
2	0.3878856023
3	0.3502695402
4	0.2897494952
5	0.2586109161
6	0.2317886988
7	0.2083628654
8	0.1913239161
9	0.1818483353
10	0.169556284
11	0.1637985071
12	0.1565455755
13	0.1489740213
14	0.1467029889
15	0.1455528895
16	0.1424095154
17	0.1406017462
18	0.1356998444
19	0.1337603887
20	0.1329137723
21	0.1314919233
22	0.1297344526
23	0.1278120677
24	0.1262442907
25	0.1237875303
26	0.1225522359
27	0.1198532899
28	0.1183221658
29	0.1163191875
30	0.1155685584
31	0.1134269396
32	0.1108596484
33	0.110043478
34	0.1056447744
35	0.104499499
36	0.1029480616
37	0.1020223618
38	0.100081261
39	0.09929856459
40	0.09774150054
41	0.09676953952
42	0.09560055733
43	0.09480028947
44	0.09337457816
45	0.09267568588
46	0.09165298144
47	0.09104572932
48	0.08983650208
49	0.08731880188
50	0.08650643031
51	0.08605217934
52	0.0851779302
53	0.08422720432
54	0.08352863789
55	0.08311483065
56	0.0823906978
57	0.08202453454
58	0.08109375636
59	0.08051493963
60	0.07980000178
61	0.07940738996
62	0.07867729664
63	0.07789510091
64	0.07701091766
65	0.07643556595
66	0.07612711589
67	0.07506435712
68	0.07480859756
69	0.07411642075
70	0.07339557012
71	0.0728720506
72	0.07248615424
73	0.07198283672
74	0.07139241695
75	0.0709654808
76	0.06994406382
77	0.06972754796
78	0.06953836282
79	0.06903535525
80	0.06852852503
81	0.06817166011
82	0.06800204913
83	0.06758291721
84	0.06715127627
85	0.06685461203
86	0.06603820324
87	0.06532878478
88	0.06489839951
89	0.06474170685
90	0.06411052545
91	0.06331394513
92	0.06272248427
93	0.06237117847
94	0.06165084044
95	0.06134803295
96	0.06117480199
97	0.06083741188
98	0.06059333483
99	0.06031581561
100	0.05970221361
101	0.05942678452
102	0.05920666059
103	0.05903497537
104	0.05871233145
105	0.05844250917
106	0.0579180638
107	0.05778114398
108	0.05754224459
109	0.05699252288
110	0.05686843395
111	0.0566117088
112	0.0563302358
113	0.05585129658
114	0.05563511848
115	0.05550706784
116	0.05527704557
117	0.05463833014
118	0.05454156399
119	0.05427591801
120	0.05378363927
121	0.05333474874
122	0.05314860344
123	0.0530444622
124	0.05279722214
125	0.05255674521
126	0.05211179654
127	0.05189226071
128	0.05167017778
129	0.05146114031
130	0.05126894315
131	0.05089253187
132	0.05079416434
133	0.05057781537
134	0.05041978359
135	0.04985958338
136	0.04970097542
137	0.04955755075
138	0.04917924802
139	0.04907749494
140	0.04888269504
141	0.04849991004
142	0.04831624826
143	0.04782454173
144	0.04769842625
145	0.04754232566
146	0.04721194903
147	0.04711437623
148	0.04674387773
149	0.04661227465
150	0.04651052952
151	0.04642937978
152	0.0463592728
153	0.04605588118
154	0.0459853967
155	0.04581715266
156	0.04547650417
157	0.04537802537
158	0.04492255052
159	0.04482820431
160	0.04472185771
161	0.04457134406
162	0.04423391819
163	0.04408627748
164	0.04370826085
165	0.04339156151
166	0.04332267841
167	0.04317117135
168	0.04289981524
169	0.04283773899
170	0.04265302022
171	0.04250673453
172	0.04244486094
173	0.04230833848
174	0.04206697941
175	0.04196234147
176	0.0419020017
177	0.04177421729
178	0.04169795116
179	0.04142813683
180	0.04132254124
181	0.04095671177
182	0.04070922534
183	0.04063970248
184	0.04054982662
185	0.04049800237
186	0.0404491504
187	0.04033350945
188	0.0402264754
189	0.04015760024
190	0.04004139105
191	0.0398148934
192	0.03976778984
193	0.03966039817
194	0.0393479228
195	0.03925858339
196	0.03904075225
197	0.03890415827
198	0.03879922628
199	0.03875272671
200	0.03864954313
201	0.03857124647
202	0.03836752574
203	0.03828454415
204	0.03800239563
205	0.03778406779
206	0.03773725828
207	0.03763935169
208	0.03744903406
209	0.03735675812
210	0.03731291294
211	0.03723145326
212	0.03714453379
213	0.0369490544
214	0.03684860071
215	0.03677084446
216	0.03652919134
217	0.03644548257
218	0.03624512355
219	0.03620382945
220	0.03603496949
221	0.03580884933
222	0.03572806915
223	0.03568865458
224	0.03560258945
225	0.03553487857
226	0.03547083537
227	0.03535679579
228	0.03528379599
229	0.03521872362
230	0.03515532017
231	0.03510341644
232	0.03503065904
233	0.03496312698
234	0.03477257093
235	0.03468964497
236	0.03465257486
237	0.03460312287
238	0.03453943729
239	0.03448205789
240	0.03444672426
241	0.03427759806
242	0.03422884146
243	0.03417783578
244	0.03410405715
245	0.03403308392
246	0.03397586743
247	0.03377170563
248	0.03371926149
249	0.03341313998
250	0.03335536718
251	0.03316043615
252	0.03299757242
253	0.03294283549
254	0.03280547659
255	0.03277162115
256	0.03274073998
257	0.0326802671
258	0.03261247476
259	0.03255816698
260	0.03251306613
261	0.03246022065
262	0.03233278195
263	0.03220648766
264	0.03213990132
265	0.03210926255
266	0.03191638788
267	0.03186482986
268	0.03174037139
269	0.03168090185
270	0.03165206512
271	0.03148199916
272	0.03136513631
273	0.03133658965
274	0.03128898342
275	0.03123121262
276	0.03120476405
277	0.03114921848
278	0.03102609714
279	0.03100012143
280	0.03089267015
281	0.03082969189
282	0.03073172569
283	0.03070664803
284	0.03064989249
285	0.03060334524
286	0.03054863612
287	0.03050122261
288	0.0304534634
289	0.03041150173
290	0.03036523461
291	0.0302548488
292	0.03021140099
293	0.03016256491
294	0.03006270727
295	0.02989104589
296	0.02986732324
297	0.02982507547
298	0.02978720268
299	0.02974787354
