dissim	el0	el1	el2	el3	el4	el5	el6	el7	el8	el9	el10	el11	el12	el13	el14	el15	max_el	diff	diffplus	diffminus	std	diff/std**0.2	diff/std**0.6	diff/std**1	diff/std**1.4	diff/std**2	maxmiddle	similarwindow_4.0	similarwindow_4.1	similarwindow_4.2	similarwindow_4.3	stat0	stat1	stat2	stat3	stat4	stat5	stat6	stat7	stat8	stat9	stat10	stat11	stat12	stat13	stat14	stat15	stat16	stat17	stat18	stat19	stat20	stat21	stat22	stat23	stat24	stat25	stat26	stat27	stat28	stat29	stat30	stat31	stat32	stat33	stat34	stat35	stat36	stat37	stat38	stat39	stat40	stat41	stat42	stat43	stat44	class
0.022383	0.19234	0.22975	0.405	0.45246	0.49557	0.41269	0.39558	0.43182	0.47793	0.39468	0.41238	0.07478	0.017121	0.019277	0.015824	0.013906	0.49557	0.27243	0.18754	-0.084893	0.1014	0.27125	0.2691	0.26604	0.26075	0.24147	0.85938	0.079218	0.78655	1.0421	1.1523	0.058178	0.087822	0.099513	0.07483	0.16756	0.18815	0.12758	0.13076	0.16515	0.13678	0.076374	0.006688	0.004143	0.0018348	0.0017091	0.00078008	0.23354	0.29314	0.22873	0.26487	-0.062389	0.1264	-0.10606	-0.11614	-0.11243	-0.037491	-0.02509	0.0090936	-0.0057065	-0.0087734	-0.14138	0.044915	0.11555	-0.11647	-0.079754	-0.0017772	0.33641	0.0042952	0.023303	0.11322	0.060155	-0.038612	-0.030688	-0.025712	2.086	715
0.025288	0.2233	0.36348	0.37548	0.68845	0.66619	0.69007	0.63555	0.62729	0.5667	0.48709	0.41756	0.064709	0.014813	0.020016	0.014589	0.012719	0.69007	0.56868	0.32666	-0.24203	0.11204	0.55504	0.52922	0.50309	0.47485	0.41961	0.14583	0.099453	0.32057	0.46917	0.81436	0.12044	0.086442	0.16775	0.34667	0.27831	0.3358	0.30457	0.24384	0.18779	0.16035	0.15696	0.012513	0.0007623	0.0066732	0.001582	0.00036099	0.22594	0.33415	0.17498	0.28709	0.099914	-0.14119	0.13802	0.066751	0.035701	0.070261	0.08972	0.066611	0.065931	0.094152	0.11799	0.141	0.00018643	0.13686	0.079426	0.033577	0.45296	-0.045207	0.058097	0.17016	0.14363	-0.044896	-0.024655	-0.015282	1.8493	261.5
0.026203	0.25059	0.37536	0.39376	0.69093	0.6686	0.69122	0.63642	0.62805	0.56726	0.48796	0.4183	0.065337	0.015628	0.020664	0.014592	0.012637	0.69122	0.6555	0.3364	-0.3191	0.12787	0.62311	0.56367	0.50865	0.45649	0.3778	0.11667	0.22318	0.36275	1.1453	1.3117	0.12648	0.10172	0.19122	0.29082	0.32493	0.33385	0.305	0.30117	0.26171	0.23208	0.17007	0.0022642	0.0020747	0.0013663	0.0016153	0.0012611	0.21829	0.3572	0.15452	0.29908	-0.025342	-0.13194	0.11519	0.10922	0.11434	0.12167	0.13114	0.13041	0.136	0.14067	0.14135	0.072213	0.10484	-0.12813	0.070103	0.11456	0.40579	-0.08566	0.12144	0.1749	0.12116	-0.048761	-0.0041237	-0.020218	1.981	185.5
0.027563	0.29399	0.39303	0.41488	0.69467	0.67195	0.69316	0.63741	0.62917	0.56809	0.48923	0.41945	0.065998	0.016161	0.021196	0.014563	0.012789	0.69467	0.53583	0.24092	-0.29491	0.13314	0.50526	0.44976	0.39945	0.35297	0.28613	0.17083	0.12918	0.32799	0.36948	1.0869	0.14814	0.18448	0.17945	0.20962	0.24694	0.2177	0.20309	0.20393	0.21218	0.21141	0.15089	0.0078141	0.0032287	0.0030435	0.000779	0.0010173	0.21348	0.2976	0.13001	0.25769	-0.058673	-0.06742	0.051568	0.14078	0.14025	0.14136	0.14024	0.1409	0.13626	0.12942	0.12244	0.026646	0.010374	-0.029379	-0.14142	0.13162	0.32724	-0.12412	0.19154	0.14837	0.086122	-0.046992	0.023115	-0.027212	1.9772	266.5
0.026276	0.53295	0.34981	0.35014	0.40409	0.43316	0.47858	0.42094	0.36513	0.36232	0.33719	0.27466	0.012383	0.01119	0.01454	0.014738	0.018321	0.53295	0.059177	0.038458	-0.020719	0.11026	0.057942	0.0556	0.053188	0.050507	0.044976	0.81458	0.042724	0.30075	0.28091	0.43471	0.26543	0.10804	0.06139	0.085782	0.089048	0.074574	0.064011	0.050207	0.066655	0.061906	0.05195	0.00051732	0.00075456	0.0016087	0.0027558	0.00057616	0.13782	0.15929	0.19715	0.16704	-0.1147	0.041023	-0.082754	0.13509	0.076651	0.029812	0.1394	0.054132	0.091139	0.11074	-0.13154	0.034062	0.013753	-0.13131	0.14125	0.1414	-0.0034233	0.28904	0.36239	0.27518	-0.047493	0.06874	0.089768	0.071224	1.7188	429
0.017648	0.16003	0.24134	0.16921	0.33072	0.37956	0.38154	0.37145	0.31771	0.33194	0.26748	0.23388	0.012726	0.010701	0.013652	0.013777	0.01513	0.38154	0.15338	0.070429	-0.082955	0.077513	0.16113	0.17789	0.19536	0.21152	0.21886	0.62708	0.17555	0.45192	0.35131	0.34834	0.089614	0.087761	0.048657	0.091742	0.10209	0.11594	0.0913	0.07865	0.016068	0.048008	0.032948	0.0012477	0.0001732	0.00042288	0.0019929	0.0012772	0.21638	0.2888	0.2723	0.26306	-0.11013	-0.032962	-0.042878	0.074838	-0.043519	0.084666	0.05214	0.11958	0.0073947	-0.1414	0.14135	-0.057439	-0.11478	0.11739	0.080005	-0.14141	0.12297	0.10102	0.24927	0.16998	-0.015788	-0.025424	0.015274	-0.0057661	1.8756	331.5
0.018219	0.17432	0.26245	0.34347	0.39949	0.40805	0.26961	0.26798	0.30214	0.31045	0.1728	0.12164	0.0093211	0.00801	0.0088324	0.011742	0.011046	0.40805	0.1367	0.1055	-0.031196	0.063954	0.14922	0.17782	0.21045	0.24412	0.26855	0.53125	0.1241	0.40844	0.24576	0.37605	0.058508	0.10236	0.11612	0.14752	0.11627	0.099765	0.1072	0.15038	0.080029	0.031604	0.012618	0.0022674	0.0026718	0.0026931	0.0023965	0.0026579	0.21601	0.27554	0.26667	0.25881	0.11449	-0.072341	0.062539	0.033039	-0.1259	-0.022458	-0.068557	-0.0059304	-0.14141	0.14085	0.019485	-0.052541	0.14051	-0.14075	0.13577	-0.13553	0.37014	0.19643	0.1639	0.23049	0.085381	0.0026818	-0.016284	0.010633	1.6846	345.5
0.016548	0.12015	0.22021	0.29698	0.39465	0.40109	0.28715	0.26804	0.29826	0.30946	0.17509	0.12548	0.0090418	0.016654	0.0090691	0.011959	0.011301	0.40109	0.083288	0.077098	-0.0061902	0.058995	0.092397	0.11369	0.13883	0.16565	0.18589	0.48333	0.086111	0.18845	0.31537	0.46477	0.041264	0.069867	0.12743	0.14394	0.11286	0.060148	0.059308	0.053869	0.058016	0.030338	0.016615	0.0008027	0.00061788	0.003405	0.001063	0.00067915	0.24431	0.25361	0.27536	0.26128	0.090812	0.074539	-0.030918	-0.14142	-0.10861	-0.064359	-0.092	-0.06268	-0.1176	0.11635	0.14141	-0.14087	-0.13056	-0.13713	0.05963	0.13885	0.38638	0.15711	0.16677	0.22603	0.092782	-0.018479	-0.020681	0.0041841	1.8023	336
0.020741	0.26797	0.47119	0.39353	0.58259	0.64988	0.44924	0.32933	0.46977	0.31016	0.22796	0.20875	0.010763	0.015679	0.015081	0.016567	0.015516	0.64988	0.24568	0.17754	-0.068137	0.075037	0.25977	0.29051	0.32311	0.35398	0.37053	0.56563	0.059372	0.3583	0.4332	0.41803	0.099262	0.21797	0.15119	0.072737	0.087051	0.12832	0.16484	0.14034	0.090579	0.023472	0.076889	0.0027471	0.0012981	0.0025742	0.0015653	0.0015623	0.16069	0.26275	0.24185	0.23769	-0.060008	-0.13388	-0.13984	-0.09313	-0.12609	0.054916	0.081573	0.061739	0.067619	-0.14141	0.066822	-0.0029571	-0.14133	-0.14091	-0.13507	0.12541	0.51432	0.21294	0.2987	0.31157	0.18912	0.0044379	0.026937	0.044736	1.5334	408
0.014924	0.41423	0.44644	0.38908	0.10891	0.1903	0.0907	0.084738	0.032177	0.012774	0.013826	0.013539	0.0062019	0.0097145	0.012523	0.012867	0.015433	0.44644	0.050351	0.011162	-0.039189	0.025165	0.066213	0.11418	0.19243	0.29612	0.30828	0.73438	0.050862	0.11272	0.16748	0.20523	0.23595	0.14392	0.10694	0.011758	0.091104	0.0098268	0.012384	0.0033025	0.0019675	0.0030786	0.0019419	0.001233	0.00054921	0.002226	0.0025618	0.0031789	0.23025	0.14645	0.079112	0.1671	-0.0099624	0.13729	0.10141	-0.095403	0.13245	-0.13819	0.13549	0.12315	-0.12779	-0.1414	0.13914	-0.12681	-0.12426	-0.11826	-0.098671	-0.11035	0.47031	0.53614	0.47329	0.62613	0.14647	0.21414	0.13466	0.33187	0.79701	1188.5
0.013529	0.20701	0.37102	0.33112	0.40887	0.35241	0.33551	0.32401	0.31151	0.30127	0.28391	0.11503	0.0071992	0.0075847	0.0094041	0.010427	0.011998	0.40887	0.078558	0.057756	-0.020802	0.05047	0.089907	0.1177	0.15263	0.19205	0.22146	0.80625	0.095734	0.22487	0.3255	0.37412	0.016162	0.12799	0.14464	0.16402	0.038934	0.019178	0.0349	0.01955	0.015784	0.013892	0.004699	0.00051269	0.0013152	0.0020428	0.00044754	0.00058365	0.19404	0.23018	0.21693	0.21588	0.08131	0.088328	-0.13386	0.062779	-0.14014	0.10415	0.056216	-0.13266	0.13714	0.12353	0.12294	-0.10322	-0.12554	0.08338	0.088914	0.11652	0.58507	0.36673	0.35085	0.41685	0.25219	0.072822	0.065254	0.1086	1.1444	429
0.016611	0.19143	0.38433	0.37733	0.46238	0.44215	0.43562	0.40403	0.40486	0.34465	0.29011	0.24609	0.0079611	0.007868	0.0097749	0.010822	0.012485	0.46238	0.043869	0.037591	-0.0062779	0.062245	0.048149	0.057997	0.069364	0.081232	0.089998	0.82708	0.07573	0.12214	0.21595	0.21898	0.0063917	0.13588	0.13686	0.11441	0.058076	0.050626	0.053757	0.038466	0.038709	0.031466	0.017087	0.00088958	0.00039341	0.0008051	0.0032957	0.00061005	0.19683	0.21095	0.22571	0.21481	0.11896	0.13396	0.019057	-0.069692	0.08106	0.13669	0.052231	0.096523	0.14107	0.14132	0.14084	-0.0069882	0.12018	-0.017877	-0.12935	0.0099122	0.59438	0.40998	0.30251	0.4104	0.26252	0.1159	0.037098	0.10902	1.2453	326.5
0.013476	0.36936	0.32921	0.40982	0.50123	0.18935	0.34272	0.30817	0.18129	0.12831	0.029	0.08487	0.0064224	0.014354	0.013267	0.013582	0.014231	0.50123	0.28075	0.13352	-0.14723	0.053835	0.3172	0.40475	0.512	0.63041	0.72021	0.23333	0.047088	0.63486	0.63332	0.72195	0.099365	0.05553	0.19481	0.23868	0.090712	0.163	0.14727	0.087143	0.061014	0.01415	0.01129	5.692e-05	0.0013283	0.001141	0.0029768	0.00054964	0.17736	0.24838	0.18879	0.2158	-0.062808	0.075103	0.14137	0.13912	0.13161	0.14072	0.1347	0.12743	0.14091	0.10967	0.018717	-0.13328	-0.11945	0.072714	0.14042	0.14059	0.33302	0.12078	0.38118	0.25849	0.045579	-0.036707	0.079188	0.0085927	1.5552	553
0.010631	0.12275	0.05556	0.053523	0.75847	0.87267	0.83866	0.66256	0.57637	0.45937	0.20501	0.016883	0.0098806	0.013284	0.016455	0.01465	0.019087	0.87267	0.15686	0.10764	-0.04922	0.045636	0.18316	0.24955	0.33634	0.43745	0.50883	0.26354	0.079412	0.10483	0.16179	0.14525	0.020882	0.018071	0.0095301	0.073294	0.13756	0.17174	0.093091	0.095938	0.066548	0.025574	0.0013491	0.0010124	0.00096435	0.00026209	0.0011841	0.00058845	0.013711	0.12484	0.065966	0.092953	-0.12555	-0.025024	-0.10587	-0.13974	-0.059871	0.01705	0.0098246	0.05115	0.037301	0.028733	-0.14141	-0.11396	0.026283	0.060493	0.11461	0.088203	0.13064	0.23092	0.21452	0.41333	-0.032111	0.0079742	-0.0040421	0.13655	1.3155	401.5
0.010595	0.12208	0.054747	0.053345	0.75828	0.87251	0.83865	0.66242	0.57621	0.4592	0.20484	0.017011	0.0098932	0.013111	0.016186	0.014493	0.018672	0.87251	0.57842	0.30032	-0.27811	0.053782	0.65364	0.83438	1.0559	1.3005	1.486	0.12604	0.18367	0.70995	0.74296	0.9243	0.050309	0.01211	0.025448	0.3617	0.41664	0.40032	0.31518	0.2741	0.21838	0.097378	0.0080866	0.00058465	0.0037639	0.002744	0.00074435	0.00093511	0.017456	0.36029	0.046112	0.25047	0.14123	0.099477	0.13687	0.13699	0.13565	0.13611	0.14016	0.14044	0.14081	0.1413	0.1413	0.13287	0.13332	0.14088	0.026384	-0.13219	0.053469	0.14148	0.23153	0.47904	-0.027147	-0.03896	0.0048204	0.14547	0.94338	636
0.010596	0.12225	0.054586	0.05326	0.75816	0.87253	0.8386	0.66246	0.57613	0.4592	0.20504	0.016947	0.0097476	0.013723	0.016361	0.014076	0.018652	0.87253	0.20786	0.084368	-0.12349	0.051855	0.23661	0.30643	0.39326	0.49038	0.56346	0.27396	0.063456	0.14776	0.17317	0.14903	0.022181	0.015091	0.019263	0.10546	0.13199	0.17238	0.10031	0.13373	0.089005	0.03317	0.0016911	0.0022345	0.001615	0.0070729	0.0018317	0.00037612	0.051903	0.14529	0.016706	0.1031	-0.059703	0.0059292	0.11574	0.054229	0.060859	0.095965	0.082722	0.11449	0.096549	0.08014	-0.12775	0.14088	0.05097	-0.139	-0.13892	-0.12641	0.1843	0.1601	0.045796	0.42106	-0.01278	-0.026401	-0.033994	0.12628	1.4179	429.5
0.012525	0.18618	0.34163	0.30572	0.071386	0.17816	0.28002	0.27371	0.2438	0.085536	0.050596	0.13459	0.0062836	0.0125	0.014573	0.012416	0.01287	0.34163	0.14896	0.081108	-0.067855	0.046484	0.17331	0.23441	0.31372	0.4056	0.4713	0.33542	0.15886	0.25588	0.39801	0.42091	0.099067	0.014922	0.037947	0.020881	0.063156	0.13656	0.13028	0.11669	0.034795	0.024077	0.064002	0.00051145	0.0021444	0.0014827	0.0030752	0.0038409	0.1937	0.18532	0.22364	0.20372	0.12034	0.017895	0.012229	0.099159	-0.14142	0.11028	0.13972	0.13272	0.13843	0.14	0.14087	-0.13098	-0.13535	-0.036977	0.12271	-0.14089	0.43701	0.23696	0.51688	0.40699	0.11899	0.019335	0.19626	0.12208	1.2562	553
0.011015	0.093377	0.30431	0.21139	0.39032	0.86352	0.4887	0.44588	0.71959	0.80875	0.69165	0.30383	0.011683	0.019528	0.017996	0.024912	0.021202	0.86352	0.59778	0.31557	-0.28221	0.055853	0.67044	0.84308	1.0514	1.2785	1.4511	0.31875	0.27925	0.77386	0.89032	0.93345	0.030797	0.056044	0.027572	0.090622	0.41503	0.23398	0.21257	0.34364	0.38582	0.32953	0.14443	0.00099678	0.0029578	0.0029204	0.0038454	0.00020507	0.024044	0.33288	0.043457	0.24018	-0.0027929	0.12004	0.07795	0.11211	0.12761	0.13231	0.13766	0.13556	0.13684	0.13848	0.14135	-0.023924	0.12622	0.071468	-0.10899	0.036897	0.4846	0.13313	0.29601	0.46109	0.19774	-0.03565	0.072746	0.13826	1.0822	497.5
0.01451	0.87481	0.37702	0.27356	0.54972	0.67011	0.43921	0.31089	0.29638	0.36399	0.24884	0.10134	0.010807	0.027619	0.026189	0.029312	0.029123	0.87481	0.31449	0.13663	-0.17786	0.067638	0.33949	0.39565	0.45819	0.52105	0.56412	0.52708	0.10719	0.15916	0.19157	0.44232	0.020154	0.073725	0.068414	0.26227	0.32532	0.21142	0.08001	0.10945	0.044284	0.034065	0.031764	0.0010669	0.0021851	0.0040034	0.0082704	0.0014388	0.047645	0.23013	0.032247	0.15599	0.13186	0.12611	0.12947	0.13674	0.11556	0.12575	0.10019	0.058899	-0.071732	-0.14112	0.11068	0.12924	-0.0066317	0.12639	0.13278	-0.13763	0.30527	0.29501	0.28721	0.61092	0.091181	0.032164	0.081548	0.31409	1.1259	331.5
0.013688	0.3205	0.40878	0.33708	0.16632	0.12566	0.14646	0.25149	0.26487	0.091557	0.095273	0.18427	0.010414	0.014417	0.013419	0.018954	0.015931	0.40878	0.18943	0.1209	-0.068532	0.041842	0.22506	0.31737	0.44216	0.5912	0.68864	0.46458	0.13609	0.45437	0.40848	0.39399	0.10714	0.14803	0.12636	0.079912	0.025159	0.045346	0.081023	0.10795	0.024736	0.045492	0.087672	0.0015098	0.0007938	0.0013465	0.0020295	0.0017093	0.13729	0.20642	0.22132	0.19805	-0.11779	-0.12676	0.055487	0.128	-0.081581	0.11702	0.090857	0.10774	0.13121	0.13572	0.14024	0.02656	-0.03273	-0.14141	-0.12996	0.10468	0.53467	0.27628	0.4274	0.39893	0.20779	0.03251	0.10508	0.10105	1.1965	580.5
0.0092561	0.2333	0.30821	0.29878	0.15978	0.1283	0.12945	0.22012	0.24911	0.087359	0.091508	0.18598	0.010199	0.0097699	0.0131	0.015311	0.014995	0.30821	0.14423	0.065633	-0.078597	0.036177	0.17641	0.26352	0.38795	0.54221	0.62469	0.55104	0.16849	0.27598	0.31561	0.28572	0.055967	0.055302	0.055604	0.043857	0.042822	0.061771	0.10468	0.119	0.041529	0.011033	0.0069942	0.00083644	0.0013264	0.0010151	0.0005584	0.0024411	0.22102	0.22497	0.19104	0.21551	-0.0076077	0.0096695	0.08385	0.12652	0.14049	0.13656	0.14083	0.13514	0.1413	0.12678	0.12948	-0.049708	-0.13862	-0.12885	0.11537	0.027723	0.42653	0.33554	0.45983	0.39739	0.10429	0.077456	0.13766	0.10025	1.2254	525
0.013981	0.3778	0.27138	0.31218	0.33675	0.28069	0.21132	0.23395	0.38316	0.099181	0.071671	0.0070125	0.0059318	0.0076552	0.0075079	0.0068183	0.012937	0.38316	0.13865	0.065769	-0.072878	0.051661	0.15794	0.20486	0.26328	0.32872	0.37791	0.73333	0.15144	0.31127	0.36013	0.40226	0.10358	0.037551	0.0424	0.012222	0.012309	0.075579	0.049703	0.18264	0.04532	0.032744	0.002348	0.0022342	0.0012988	0.0017089	0.00066571	0.00099926	0.1901	0.2062	0.14079	0.18399	-0.13795	-0.038925	0.13064	0.14117	-0.069182	0.11576	0.10536	0.13792	0.13183	0.13614	-0.11664	0.10781	0.065034	-0.088973	-0.14121	0.07428	0.47163	0.29376	0.38382	0.39162	0.14792	0.040563	0.081634	0.1002	1.2074	497.5
0.015343	0.29667	0.26745	0.31273	0.27941	0.22192	0.27446	0.25898	0.2048	0.115	0.063434	0.0090031	0.0071592	0.0089499	0.0087971	0.01234	0.0098883	0.31273	0.20403	0.080739	-0.12329	0.059869	0.22568	0.27607	0.33519	0.39792	0.44506	0.34479	0.1504	0.41095	0.3593	0.36017	0.089263	0.025344	0.096975	0.11206	0.1121	0.13421	0.12654	0.10098	0.033958	0.01065	0.0019324	0.00087022	0.00082791	9.3099e-05	0.0018784	0.0027947	0.18361	0.23775	0.18387	0.20965	0.12461	-0.11052	-0.093625	0.00013289	0.067121	0.10722	0.10811	0.097756	0.010924	-0.14116	-0.13874	0.022037	0.13153	0.12171	0.13555	0.096368	0.33327	0.22134	0.49187	0.32736	0.065675	0.031584	0.16441	0.070889	1.4435	359.5
0.010407	0.19647	0.30924	0.18218	0.2988	0.16517	0.17405	0.11222	0.15414	0.078439	0.10488	0.073356	0.0053216	0.0086146	0.0095041	0.016703	0.012227	0.30924	0.10076	0.042099	-0.058658	0.038668	0.12161	0.17694	0.254	0.34799	0.4038	0.55521	0.18963	0.41531	0.38802	0.38306	0.038161	0.043855	0.088714	0.14344	0.038908	0.091682	0.027933	0.032384	0.0077695	0.014973	0.0070657	0.0014781	0.00066909	0.0012248	0.0029237	0.0034566	0.20995	0.22997	0.22415	0.22232	-0.13805	0.044559	0.095414	0.12909	-0.0036759	-0.015089	-0.044977	-0.099221	0.13825	0.099248	0.095695	-0.12233	0.14013	-0.1413	-0.14096	0.11394	0.38055	0.21549	0.37223	0.31512	0.097563	-0.010281	0.075221	0.04516	1.4795	373
0.008931	0.17112	0.26945	0.1767	0.30746	0.1132	0.18131	0.12065	0.15629	0.07438	0.11619	0.013561	0.0070608	0.0083972	0.0094236	0.016499	0.012751	0.30746	0.07218	0.031129	-0.041051	0.032799	0.09003	0.13981	0.21356	0.307	0.34772	0.58333	0.10616	0.34041	0.31684	0.30639	0.015056	0.091256	0.061202	0.10885	0.027129	0.030293	0.05767	0.0067086	0.0048495	0.0085963	0.0029779	0.0022539	0.0025425	0.0026211	0.00064618	0.0024009	0.22186	0.23025	0.23647	0.22991	0.13871	0.11369	0.058581	0.063809	0.13361	-0.13594	0.13434	-0.12786	0.11119	-0.13211	0.050678	-0.14142	-0.13516	0.12861	-0.0088335	-0.14125	0.39427	0.29088	0.36455	0.34775	0.10476	0.036221	0.063515	0.064998	1.2681	304
0.013928	0.59549	0.49335	0.37194	0.52666	0.16127	0.10348	0.044511	0.036367	0.027185	0.033942	0.012116	0.0068143	0.010523	0.021284	0.013172	0.020882	0.59549	0.088085	0.049542	-0.038542	0.037404	0.10702	0.15778	0.22936	0.3174	0.36716	0.58542	0.076124	0.22249	0.26	0.25389	0.17654	0.10417	0.048343	0.25714	0.078316	0.023931	0.0046773	0.0035031	0.003586	0.0050406	0.0029351	0.0031226	0.003162	0.0030592	0.0029214	0.00058657	0.17847	0.16965	0.11127	0.15621	0.13364	0.055201	-0.08894	0.10893	0.11525	0.13824	-0.12394	0.11935	-0.0087608	0.1369	-0.040887	-0.12302	-0.13149	-0.13462	0.14006	0.1168	0.40978	0.46831	0.29387	0.44964	0.082536	0.16496	0.034806	0.14649	1.1314	414.5
0.014994	0.22501	0.29361	0.32418	0.44689	0.47231	0.42027	0.39678	0.31115	0.31326	0.28163	0.22861	0.010378	0.0080724	0.013293	0.011612	0.012916	0.47231	0.12299	0.061481	-0.061509	0.062317	0.13496	0.16249	0.19425	0.22739	0.25186	0.64375	0.1503	0.31091	0.15463	0.19519	0.0019254	0.096823	0.12329	0.21291	0.067832	0.055734	0.049823	0.032459	0.03639	0.028687	0.01837	0.001861	0.0016911	0.0009561	0.0036409	0.0023785	0.19115	0.27247	0.22018	0.23175	0.097604	-0.0091148	0.048589	0.13853	0.06626	-0.12693	0.13742	0.067702	0.14134	0.14092	0.14025	-0.1027	0.1315	0.054491	0.12149	-0.14141	0.41225	0.23654	0.37745	0.32632	0.12807	-0.013734	0.074595	0.042155	1.4039	283.5
0.012061	0.10494	0.27146	0.20125	0.32206	0.3508	0.28103	0.27925	0.36137	0.28387	0.049996	0.0089366	0.0079599	0.0070315	0.014567	0.013308	0.012786	0.36137	0.04733	0.020673	-0.026656	0.048894	0.054511	0.072265	0.09486	0.12063	0.13959	0.64792	0.087559	0.20018	0.24125	0.22319	0.028642	0.10838	0.07715	0.080069	0.035844	0.026052	0.028804	0.040927	0.018138	0.0037108	0.00061409	0.0020487	0.00040823	0.0014862	0.0019767	0.00044362	0.244	0.23458	0.2091	0.2297	-0.09716	-0.00033648	-0.046367	0.13722	0.13728	0.090217	0.076026	0.094738	0.12645	-0.094298	0.0001849	-0.12808	0.13469	0.1094	0.088685	0.013102	0.41669	0.42265	0.45671	0.43126	0.11698	0.12489	0.16566	0.13437	1.307	470
0.017191	0.23877	0.45027	0.36138	0.27919	0.11355	0.20526	0.16161	0.069185	0.13977	0.024817	0.037497	0.0076729	0.010721	0.014744	0.016496	0.010897	0.45027	0.11236	0.02876	-0.083604	0.043015	0.13277	0.18518	0.25529	0.33837	0.39422	0.57604	0.11268	0.20362	0.25486	0.27534	0.11107	0.2025	0.18055	0.13274	0.013301	0.041607	0.025444	0.0088519	0.020553	0.0045758	0.0019412	0.00063149	0.0044293	0.0020709	0.00099692	0.00074209	0.24808	0.23623	0.14681	0.21859	-0.089518	-0.06917	-0.076728	0.14113	0.1384	0.10879	-0.0062529	0.055544	0.13539	-0.12549	0.017131	-0.11508	0.12771	-0.067744	0.051959	0.076541	0.40231	0.32854	0.66568	0.43925	0.090886	0.047489	0.32373	0.12216	0.93248	414.5
0.012204	0.14278	0.53924	0.86819	0.79462	0.77554	0.54437	0.36705	0.2563	0.078986	0.051394	0.035067	0.045066	0.074581	0.086706	0.024151	0.04093	0.86819	0.29234	0.17828	-0.11406	0.049447	0.33594	0.44338	0.5795	0.73417	0.84859	0.53229	0.14757	0.31208	0.3027	0.3615	0.026058	0.04897	0.095213	0.14858	0.37892	0.26534	0.078752	0.099093	0.037987	0.025169	0.0080731	0.010131	0.022033	0.023267	0.0091532	0.0052769	0.020515	0.23594	0.067988	0.15981	-0.077143	0.053832	-0.091815	-0.0051683	0.10814	0.11089	0.065844	0.12589	0.12682	0.10547	-0.13587	-0.11874	-0.053657	0.022716	0.098665	-0.13457	0.13207	0.39195	0.15872	0.67943	-0.038046	0.092577	-0.019675	0.42192	0.94346	220
0.016152	0.14393	0.46633	0.81668	0.7243	0.64489	0.5586	0.40614	0.33095	0.060127	0.038465	0.038984	0.040618	0.055836	0.065797	0.01881	0.032057	0.81668	0.30497	0.19431	-0.11066	0.069912	0.32704	0.37617	0.43006	0.48332	0.51797	0.77396	0.12025	0.54193	0.35666	0.64667	0.038732	0.1948	0.19479	0.1857	0.19484	0.17588	0.12917	0.088509	0.02127	0.014224	0.01077	0.0071662	0.016005	0.019313	0.0031339	0.00053513	0.016834	0.19635	0.096164	0.14952	-0.094099	0.092432	-0.064577	-0.020501	0.032466	0.064493	0.090905	0.10751	0.12926	0.087322	-0.024296	-0.011959	-0.07922	0.060638	-0.08107	0.0010634	0.062583	0.09917	0.18384	0.32372	-0.02798	-0.051176	-0.018701	0.04361	1.4756	261.5
0.0093687	0.16192	0.296	0.26323	0.046391	0.19465	0.33276	0.053499	0.012167	0.0095792	0.013216	0.016793	0.014739	0.017826	0.019777	0.01091	0.014137	0.33276	0.088368	0.056906	-0.031462	0.029278	0.11275	0.18314	0.29186	0.43267	0.47582	0.4625	0.099605	0.26626	0.24384	0.31899	0.056926	0.091815	0.060273	0.0034268	0.087875	0.15941	0.02543	0.00020029	0.0013193	0.0032458	0.0025986	0.0025965	0.0050733	0.00028508	0.002117	0.00016375	0.20212	0.20939	0.22727	0.21413	-0.14068	-0.10203	-0.086855	-0.055582	0.0079708	0.13166	0.14141	-0.052057	0.13123	-0.10685	-0.093755	0.14056	0.14142	-0.00095969	-0.14103	0.041731	0.57081	0.28684	0.41855	0.4186	0.2356	0.026358	0.1055	0.11121	1.1344	437.5
0.01734	0.65494	0.47678	0.34313	0.36258	0.37316	0.36994	0.32199	0.25472	0.082265	0.045996	0.033421	0.021017	0.018983	0.017961	0.010657	0.013956	0.65494	0.068584	0.060266	-0.0083177	0.061764	0.07539	0.091092	0.10927	0.12832	0.14244	0.58021	0.06039	0.33234	0.34749	0.35403	0.1344	0.051545	0.071381	0.072144	0.10695	0.16326	0.060984	0.038681	0.01133	0.0073083	0.0079149	0.0063779	0.0031185	0.0048763	0.0010357	0.0012507	0.07106	0.1269	0.15556	0.12981	0.13553	0.03332	0.071789	0.077346	-0.11419	-0.087896	0.027474	0.069525	0.032819	-0.074757	-0.13863	0.020951	-0.086847	-0.082236	0.027359	-0.11047	0.27187	0.23524	0.12412	0.24745	0.018975	0.014638	-0.037112	0.014294	1.5694	345
