dissim	el0	el1	el2	el3	el4	el5	el6	el7	el8	el9	el10	el11	el12	el13	el14	el15	max_el	diff	diffplus	diffminus	std	diff/std**0.2	diff/std**0.6	diff/std**1	diff/std**1.4	diff/std**2	maxmiddle	similarwindow_4.0	similarwindow_4.1	similarwindow_4.2	similarwindow_4.3	stat0	stat1	stat2	stat3	stat4	stat5	stat6	stat7	stat8	stat9	stat10	stat11	stat12	stat13	stat14	stat15	stat16	stat17	stat18	stat19	stat20	stat21	stat22	stat23	stat24	stat25	stat26	stat27	stat28	stat29	stat30	stat31	stat32	stat33	stat34	stat35	stat36	stat37	stat38	stat39	stat40	stat41	stat42	stat43	stat44	class
0.017693	0.13051	0.22223	0.22276	0.25734	0.25986	0.28796	0.35208	0.33185	0.35772	0.33133	0.33723	0.035181	0.013084	0.014303	0.01332	0.015325	0.35772	0.15671	0.12407	-0.032632	0.063947	0.17107	0.20386	0.24128	0.2799	0.30792	0.61458	0.14135	0.65255	0.54584	0.64292	0.031884	0.045754	0.10649	0.14338	0.12022	0.098103	0.1351	0.097564	0.10632	0.095675	0.1	0.0048187	0.00045723	0.0018438	0.00061131	0.00039905	0.26898	0.293	0.25168	0.27658	0.13734	0.12221	0.13431	-0.033321	-0.10154	-0.12033	-0.14062	-0.10095	-0.14111	-0.091838	0.12751	0.141	-0.13523	0.14114	-0.11101	-0.033335	0.26081	0.039098	0.020972	0.10261	0.020201	-0.048818	-0.033468	-0.032696	1.9162	592
0.010949	0.16576	0.18959	0.16799	0.23222	0.25052	0.20047	0.19378	0.18059	0.13145	0.1853	0.21425	0.010007	0.012827	0.010045	0.0030622	0.0017235	0.25052	0.17008	0.083123	-0.08696	0.047559	0.19698	0.26401	0.35026	0.44947	0.52143	0.39375	0.13881	0.32125	0.25815	0.31564	0.066569	0.066904	0.027565	0.10846	0.1221	0.09593	0.099545	0.039546	0.057957	0.018267	0.021758	0.0011207	0.0014871	0.0012289	0.0005785	0.00018136	0.23498	0.30036	0.26348	0.27045	-0.097376	0.089733	0.013721	0.075064	0.11091	0.13298	0.055595	-0.028778	0.12954	0.13908	0.094659	0.13795	-0.063552	-0.13637	-0.13961	0.11567	0.23379	0.13929	0.28379	0.2175	0.0068067	-0.023873	0.028514	0.00099937	1.7508	493.5
0.012195	0.1857	0.21884	0.19559	0.34715	0.40208	0.31645	0.25284	0.3118	0.2401	0.30826	0.26695	0.013164	0.010118	0.0089428	0.0037333	0.0022393	0.40208	0.16132	0.086734	-0.074588	0.052766	0.183	0.23537	0.30004	0.37195	0.42629	0.35729	0.11748	0.49264	0.56663	0.72342	0.024671	0.066215	0.072679	0.16625	0.19926	0.15042	0.088821	0.038061	0.025468	0.033469	0.022123	0.0018517	0.0013999	0.0013732	0.00029946	0.00014405	0.24168	0.27655	0.20988	0.24565	0.10851	0.1208	-0.0021718	0.132	0.09226	0.14142	0.10308	0.038246	-0.11412	0.14063	0.10698	-0.023514	-0.05905	0.1153	-0.13511	0.12425	0.27605	0.13086	0.26027	0.21612	0.028195	-0.040049	0.042286	-0.0011403	1.8265	657.5
0.012796	0.16505	0.24921	0.24158	0.36335	0.38773	0.31774	0.23706	0.2983	0.23996	0.31018	0.27036	0.012903	0.0099267	0.011307	0.0036768	0.0019679	0.38773	0.26154	0.12319	-0.13835	0.05585	0.29333	0.36887	0.46005	0.5594	0.63492	0.36979	0.26557	0.62152	0.80309	0.84562	0.031263	0.055211	0.044556	0.1394	0.11455	0.12365	0.11321	0.14486	0.1142	0.14795	0.12863	0.0044457	0.0016395	0.00051438	0.00048377	0.00027929	0.23516	0.23029	0.23247	0.23881	-0.12479	-0.072828	-0.096631	-0.058908	0.13212	0.042668	0.13547	0.11525	0.13985	0.13703	0.14025	0.14084	-0.13361	0.097713	-0.093503	0.00726	0.23459	-0.027259	0.29914	0.15835	0.016926	-0.033187	0.044997	-0.010645	1.9065	592
0.011042	0.13783	0.15218	0.27844	0.14376	0.24167	0.18051	0.16592	0.31023	0.32822	0.47874	0.2334	0.0097403	0.014794	0.011007	0.0031996	0.0028647	0.47874	0.19739	0.10237	-0.095012	0.044763	0.23138	0.31767	0.43132	0.56448	0.65713	0.36458	0.11815	0.69587	0.83928	0.97722	0.060074	0.064222	0.077957	0.05276	0.012695	0.0082252	0.068277	0.14833	0.15722	0.22911	0.1113	0.00036339	0.00033255	3.8065e-05	0.0002125	0.0013618	0.27365	0.26008	0.2415	0.26147	-0.079492	0.0093735	0.12863	0.11857	-0.10205	0.13055	0.095531	0.13403	0.13178	0.13288	0.13742	0.12522	-0.075708	0.11521	-0.088868	0.14129	0.23005	0.039431	0.15567	0.14258	0.011132	-0.027838	-0.014733	-0.014313	1.9613	756
0.020225	0.21037	0.16949	0.23886	0.22726	0.25269	0.33561	0.30439	0.26539	0.28611	0.29733	0.31761	0.057295	0.030349	0.045947	0.061368	0.064166	0.33561	0.09413	0.033132	-0.060997	0.096743	0.094604	0.09563	0.096303	0.096068	0.090866	0.62396	0.22223	0.29949	0.42563	0.47837	0.068951	0.047418	0.10591	0.076544	0.070725	0.085237	0.057866	0.050783	0.059895	0.072549	0.049695	0.0043068	0.0067269	0.0015482	0.0026424	0.0012585	0.25557	0.2917	0.27783	0.27647	0.022579	-0.10398	0.038679	-0.00028228	0.11631	-0.12096	-0.036177	-0.072712	-0.090946	-0.10079	0.070727	0.053588	0.13942	-0.086992	-0.068302	0.037439	-0.067141	0.038097	0.12659	0.039774	-0.047846	-0.040438	-0.023879	-0.038715	1.9917	493.5
0.011118	0.18501	0.30451	0.31254	0.44655	0.29194	0.21759	0.31277	0.25782	0.14329	0.068011	0.26701	0.011119	0.0096883	0.0095585	0.0038855	0.0020643	0.44655	0.10706	0.058172	-0.04889	0.044265	0.12578	0.17346	0.23652	0.31066	0.36177	0.54479	0.11473	0.38152	0.43756	0.49383	0.070294	0.08756	0.065249	0.0194	0.021785	0.073003	0.15199	0.092478	0.032619	0.0096116	0.014759	0.00087996	0.0046469	0.00025403	0.00023683	0.00023692	0.25261	0.21306	0.19957	0.22352	0.033568	0.037684	0.1246	0.12958	0.11647	0.11286	0.11445	0.10953	0.056141	0.12551	-0.030039	-0.0096777	0.13013	-0.12595	-0.032935	-0.13408	0.36859	0.21339	0.37705	0.3277	0.065178	-0.0033472	0.094334	0.054799	1.5844	624.5
0.010193	0.14027	0.29114	0.31454	0.34475	0.13719	0.19432	0.24884	0.29966	0.16796	0.17762	0.23152	0.049953	0.037896	0.041914	0.054425	0.05824	0.34475	0.18893	0.10886	-0.080073	0.041246	0.22512	0.31926	0.44722	0.60065	0.69943	0.40625	0.22437	0.48598	0.69084	0.72019	0.041006	0.053049	0.0711	0.080863	0.066755	0.049273	0.12705	0.14657	0.080833	0.08443	0.11005	0.0018784	0.0014013	0.00028583	0.0014391	0.0012348	0.2291	0.21095	0.23833	0.22999	-0.06794	0.13814	0.071091	0.0070246	0.11287	0.012513	0.016856	0.10688	0.126	0.14138	0.14142	0.092501	-0.13776	-0.10297	-0.13976	-0.13578	0.42868	0.13897	0.31512	0.28685	0.11829	0.004178	0.046022	0.042481	1.7048	460.5
0.014105	0.20348	0.3328	0.45975	0.39339	0.12498	0.27656	0.41863	0.51163	0.36518	0.34874	0.2865	0.021313	0.015758	0.01838	0.012543	0.020265	0.51163	0.20149	0.12269	-0.078805	0.057668	0.22454	0.2788	0.34344	0.41304	0.46581	0.35104	0.23167	0.53411	0.65549	0.6993	0.11428	0.062835	0.10872	0.072589	0.015414	0.095699	0.20723	0.25016	0.14277	0.042274	0.060888	0.0081836	0.0035066	0.0043807	0.00055581	0.00092995	0.21362	0.21465	0.19198	0.21049	0.0022207	-0.14115	0.11436	0.14121	0.0047034	0.030564	0.093435	0.10729	0.071151	-0.1406	-0.052612	0.13957	0.072635	-0.062139	-0.066196	-0.1262	0.4661	0.12643	0.21277	0.25972	0.15439	-0.026137	0.021572	0.033107	1.7875	625
0.012061	0.22066	0.25997	0.21828	0.22969	0.22249	0.25292	0.32764	0.20596	0.19979	0.1295	0.10894	0.0083813	0.0095364	0.010227	0.0034418	0.0018416	0.32764	0.09279	0.038425	-0.054365	0.048656	0.10697	0.14209	0.18686	0.238	0.27555	0.62708	0.13308	0.32986	0.36179	0.22864	0.076386	0.07159	0.044563	0.061952	0.041395	0.053977	0.15687	0.0979	0.020673	0.0062166	0.010175	0.0022795	0.0018002	0.0010889	0.00054619	0.00070186	0.24111	0.2122	0.18522	0.21534	0.1013	0.13308	0.11618	0.067586	-0.13803	-0.1213	0.13234	0.14142	0.1142	0.13926	-0.090937	-0.097687	0.13174	-0.13812	-0.13436	0.14079	0.32606	0.21509	0.36298	0.3087	0.057892	0.0084869	0.078836	0.054206	1.6282	625
0.012305	0.30257	0.27934	0.23018	0.19753	0.17961	0.21433	0.34148	0.21809	0.098062	0.027974	0.10525	0.0082779	0.0094533	0.010685	0.0033907	0.0018111	0.34148	0.14637	0.043366	-0.103	0.043043	0.17292	0.24113	0.33233	0.44041	0.51309	0.64583	0.18259	0.21638	0.2387	0.24033	0.12138	0.09784	0.091397	0.038616	0.065898	0.080315	0.096132	0.10343	0.034333	0.0056478	0.009672	0.00087327	0.00057706	0.0011487	0.00048322	0.00011794	0.22487	0.23833	0.15292	0.21292	-0.14071	-0.12047	-0.016929	0.13537	-0.0048968	-0.014464	0.06079	0.095419	0.024896	-0.09281	0.073035	0.041265	0.090057	-0.068679	-0.061189	-0.14135	0.34527	0.22847	0.38263	0.32618	0.070196	0.012211	0.085048	0.063238	1.6286	920.5
0.012236	0.12286	0.28677	0.26259	0.47107	0.25464	0.31317	0.32182	0.24003	0.16686	0.082623	0.14988	0.0076038	0.0085183	0.010716	0.0042143	0.0054048	0.47107	0.28385	0.15953	-0.12432	0.050498	0.32482	0.42513	0.55118	0.69342	0.79955	0.39062	0.24137	0.58572	0.73739	0.66361	0.053594	0.092729	0.11501	0.2251	0.11462	0.13684	0.15378	0.11416	0.079318	0.036961	0.016639	0.0022177	0.00091031	0.0028679	0.00099871	0.00028334	0.22666	0.30591	0.25418	0.273	0.13252	-0.1414	-0.0347	0.13476	0.12498	0.11885	0.13478	0.14074	0.14137	0.14087	0.11848	0.082149	-0.14142	0.10867	-0.12355	-0.051082	0.38918	0.093492	0.2829	0.23135	0.10871	-0.031489	0.031167	0.0082771	1.6585	690.5
0.024381	0.34847	0.43419	0.50396	0.52161	0.63362	0.60042	0.54092	0.54195	0.56576	0.60651	0.4657	0.014079	0.019045	0.013639	0.0059826	0.003944	0.63362	0.69717	0.37509	-0.32209	0.10802	0.68543	0.66313	0.63951	0.61202	0.55036	0.14375	0.13402	0.73513	0.87368	1.1323	0.21963	0.21878	0.25735	0.26659	0.29538	0.2934	0.26549	0.26518	0.26685	0.22637	0.22259	0.002986	0.00079497	0.0038002	0.0017928	0.00083617	0.20494	0.37197	0.18334	0.31417	-0.13549	0.074663	0.061317	0.060481	0.12136	0.10799	0.094642	0.10644	0.1392	0.13993	0.13444	0.11834	-0.0018058	-0.141	0.13755	-0.026717	0.44571	-0.12828	0.053836	0.14191	0.16223	-0.045941	-0.036508	-0.031919	1.9652	920.5
0.024556	0.40923	0.42698	0.50066	0.52064	0.63707	0.60211	0.5395	0.54215	0.56919	0.61053	0.48496	0.014536	0.019023	0.013493	0.0058532	0.0038641	0.63707	0.40923	0.19081	-0.21842	0.11656	0.39627	0.37193	0.3481	0.32366	0.28056	0.25833	0.094613	0.30998	0.43967	0.41158	0.18845	0.055539	0.12155	0.15881	0.21927	0.24555	0.21993	0.20199	0.15009	0.099957	0.079899	0.0036482	0.00085805	0.0027563	0.00030922	0.00041127	0.20145	0.28464	0.1611	0.24108	0.0029691	-0.10831	0.11234	0.11923	0.12982	0.13994	0.14103	0.14141	0.086816	0.02546	-0.11443	0.13231	0.11652	0.11128	-0.081123	0.041322	0.27264	-0.064451	0.15437	0.13428	0.070389	-0.051058	-0.0091658	-0.023392	1.9901	1052.5
0.010852	0.20936	0.19666	0.20286	0.4267	0.19653	0.22008	0.21899	0.066804	0.12361	0.064397	0.14718	0.044621	0.034582	0.043896	0.049676	0.051895	0.4267	0.10852	0.041421	-0.067097	0.034734	0.13381	0.20314	0.30368	0.4295	0.49182	0.65625	0.070627	0.43637	0.50906	0.53116	0.088082	0.083798	0.027577	0.20408	0.094176	0.074274	0.078619	0.014234	0.031864	0.0070322	0.011691	0.0019342	0.0016261	0.0018394	0.0013526	0.0013806	0.26051	0.2496	0.20616	0.24173	0.13639	0.10974	-0.11843	0.13363	0.13128	-0.076526	0.1115	0.043497	0.11165	-0.11596	0.12762	0.081365	0.068714	-0.13534	-0.025475	0.14108	0.30705	0.18294	0.32138	0.27453	0.037363	-0.026762	0.037274	0.019341	1.5287	559
0.01889	0.24315	0.21908	0.27539	0.33393	0.32038	0.3145	0.3188	0.31185	0.26869	0.31442	0.30966	0.022154	0.010667	0.0065693	0.0029718	0.0029785	0.33393	0.10928	0.050295	-0.058987	0.092235	0.11088	0.11423	0.11721	0.11903	0.11494	0.68854	0.17609	0.59263	0.65088	0.69863	0.055036	0.071353	0.017478	0.12236	0.043799	0.044493	0.062022	0.096767	0.097069	0.089152	0.06337	0.0024953	0.0012676	0.0011529	0.00015465	0.00045365	0.22961	0.2702	0.25451	0.25252	-0.077148	-0.13581	0.11365	-0.11245	0.016491	0.059094	-0.031433	0.076791	0.12406	-0.00074442	0.13323	-0.11719	-0.058343	-0.042937	0.13027	0.0088406	-0.0064804	0.069138	0.1358	0.073971	-0.04014	-0.032861	-0.019419	-0.029847	2.005	559
0.010525	0.11551	0.16441	0.20345	0.16209	0.2495	0.17723	0.31512	0.38024	0.22779	0.11843	0.18376	0.013322	0.010017	0.0082794	0.0031012	0.0017927	0.38024	0.15172	0.062918	-0.088801	0.045622	0.17717	0.24142	0.32542	0.42329	0.49238	0.45625	0.091028	0.2869	0.38226	0.41456	0.053392	0.037195	0.017328	0.020203	0.06088	0.04729	0.14999	0.18175	0.068989	0.014405	0.015915	0.0010795	0.0010618	0.0009116	0.00021818	0.00012662	0.26395	0.29977	0.25471	0.27583	0.11069	-0.030834	0.085804	0.11742	-0.11246	0.10802	0.13721	0.13443	0.010325	-0.11369	0.14126	-0.14138	0.089529	-0.13031	0.115	0.1244	0.29849	0.19735	0.32392	0.26778	0.032975	-0.0036384	0.043902	0.020285	1.6338	691
0.013975	0.21688	0.23377	0.22994	0.25406	0.23003	0.2911	0.25416	0.27532	0.31391	0.17214	0.22616	0.025958	0.016348	0.012963	0.016581	0.021488	0.31391	0.14618	0.050985	-0.095191	0.062159	0.16048	0.19341	0.23144	0.27117	0.30054	0.61875	0.20789	0.43417	0.53248	0.52034	0.082449	0.051594	0.013313	0.090235	0.064056	0.10956	0.11664	0.13258	0.06887	0.041881	0.033408	0.003063	0.0016364	0.0025327	0.00038473	0.00060987	0.20408	0.22043	0.23085	0.22076	0.0053162	-0.04785	0.038193	0.049688	0.046531	0.043386	0.079902	0.074808	-0.1373	-0.14135	0.028937	0.042381	0.10869	0.010781	-0.00174	-0.12534	0.15895	0.004755	0.30425	0.15619	0.0023914	-0.053601	0.048567	-0.0092673	1.9386	559
0.010142	0.17028	0.17299	0.23022	0.38948	0.22115	0.20895	0.18133	0.26627	0.12726	0.12624	0.046208	0.0096962	0.013543	0.012971	0.016	0.020395	0.38948	0.21182	0.11094	-0.10088	0.044278	0.24884	0.34311	0.46781	0.61438	0.71546	0.38542	0.13778	0.63234	0.84344	0.80312	0.032397	0.071947	0.064476	0.19032	0.054181	0.099746	0.058156	0.1266	0.060491	0.060248	0.022041	0.0013818	0.00075672	0.00018685	0.001261	0.00031449	0.22043	0.26881	0.23884	0.24838	0.13765	0.11409	0.13678	0.10796	0.1048	0.13605	0.1385	0.14111	0.14138	0.13629	0.13697	-0.10161	0.070681	-0.14118	0.0068846	0.13973	0.30744	0.098832	0.30242	0.22225	0.049617	-0.034868	0.047702	0.0042429	1.6244	592
0.024648	0.29106	0.51757	0.55122	0.61295	0.60605	0.62056	0.66957	0.635	0.61004	0.52922	0.48806	0.18659	0.010477	0.0086061	0.0047078	0.0034731	0.66957	0.19278	0.16682	-0.025957	0.070218	0.20655	0.23717	0.27069	0.30373	0.32506	0.46458	0.16438	0.3218	0.42233	0.6661	0.01284	0.13438	0.23918	0.33918	0.17975	0.15981	0.12113	0.13714	0.10726	0.083384	0.083953	0.0057943	0.0024735	0.0010801	0.0015213	0.0004011	0.07427	0.25983	0.21291	0.21774	-0.05728	0.10822	-0.13911	-0.034072	-0.13954	0.026099	0.037053	-0.13869	0.016111	-0.056907	0.12864	-0.088363	0.13331	-0.029712	-0.11323	-0.12145	0.25978	0.30308	0.025026	0.28826	0.022781	0.055274	-0.03891	0.063258	1.6415	723.5
0.022454	0.75059	0.58765	0.37947	0.43839	0.43918	0.4549	0.50318	0.47903	0.46583	0.41253	0.3866	0.15178	0.0097482	0.0069206	0.0042935	0.0027326	0.75059	0.55014	0.35707	-0.19307	0.074749	0.58213	0.65201	0.72626	0.79676	0.83513	0.33542	0.40842	1.283	1.5336	1.5679	0.0466	0.18925	0.22342	0.2365	0.24092	0.25192	0.26027	0.24908	0.23792	0.20672	0.19179	0.072164	0.00080433	0.0007679	0.00036519	0.0001139	0.076422	0.30349	0.19475	0.25799	0.12183	-0.1136	-0.078305	0.013149	0.00042027	-0.0064525	0.049105	0.044314	0.061145	0.080403	0.091079	0.14107	-0.14138	-0.14102	-0.12356	0.010811	0.13142	-0.08721	0.0025625	0.13659	-0.03067	-0.050556	-0.043352	-0.03133	1.9866	625
0.01993	0.30918	0.27624	0.26197	0.33398	0.31441	0.25691	0.17784	0.21922	0.2945	0.32439	0.24882	0.019596	0.008865	0.0062978	0.0045943	0.0028029	0.33398	0.26136	0.11372	-0.14764	0.075072	0.27632	0.30896	0.34356	0.37633	0.39386	0.35729	0.10096	0.49778	0.60567	0.62225	0.19022	0.09584	0.090987	0.11685	0.15697	0.12942	0.047895	0.086295	0.14653	0.15633	0.042994	0.0030308	0.002578	0.00063124	0.0011794	0.000388	0.21418	0.30834	0.24915	0.26749	-0.14131	0.099837	-0.13812	-0.095872	0.084295	0.07492	-0.13498	-0.056135	0.087904	0.12439	0.14128	0.14126	0.10484	0.058644	0.089259	0.13683	0.034719	0.018675	0.27621	0.12409	-0.043031	-0.0444	0.036872	-0.022548	1.9757	822
0.018225	0.43581	0.31856	0.37776	0.3064	0.23531	0.23217	0.2333	0.24388	0.25911	0.26449	0.15525	0.014962	0.0091503	0.0083035	0.0026054	0.0031818	0.43581	0.049173	0.032832	-0.016341	0.069827	0.052745	0.060698	0.069427	0.078059	0.083687	0.55417	0.044503	0.2986	0.40472	0.46026	0.1917	0.15706	0.17209	0.077952	0.045955	0.06386	0.0818	0.12315	0.039083	0.045516	0.01961	0.0011494	0.0021498	0.0020286	0.00013537	0.00023703	0.14744	0.13493	0.23704	0.18503	0.12003	0.017037	0.057086	-0.027335	-0.034028	0.039386	-0.054654	0.056393	0.11631	0.1376	0.020362	0.027552	-0.1052	-0.13057	0.13965	-0.13534	0.1415	0.13019	0.16194	0.23236	-0.028603	-0.027124	-0.017793	0.029093	1.7866	592
0.011851	0.14448	0.33425	0.29691	0.34404	0.41572	0.46552	0.36465	0.30525	0.2583	0.1291	0.052349	0.03344	0.029344	0.014504	0.033365	0.033724	0.46552	0.23237	0.10321	-0.12917	0.052281	0.26408	0.34091	0.43613	0.54234	0.62244	0.47292	0.14465	0.42722	0.59764	0.64947	0.011514	0.093891	0.060152	0.032396	0.19877	0.22151	0.17348	0.099107	0.044847	0.030798	0.004085	0.0022949	0.0024093	0.0032599	0.00093079	0.00074921	0.20955	0.26296	0.20471	0.23382	0.055292	-0.10802	-0.13378	-0.13844	0.13402	0.14007	0.1403	0.10579	0.047824	0.039607	0.087358	-0.14133	0.14115	0.12821	0.012044	0.13212	0.43076	0.14714	0.55725	0.33096	0.138	-0.022779	0.2417	0.061017	1.5628	493.5
0.012031	0.12179	0.27456	0.38886	0.10787	0.21789	0.18724	0.12209	0.324	0.32242	0.043364	0.25621	0.01056	0.012894	0.010456	0.0031559	0.0019473	0.38886	0.16002	0.09121	-0.068813	0.038398	0.19341	0.28219	0.40617	0.55765	0.64671	0.47396	0.08696	0.66863	0.75916	0.74641	0.059037	0.15891	0.079745	0.046422	0.0126	0.060332	0.049734	0.1587	0.15436	0.020804	0.12182	0.0028276	0.0032974	0.0016558	0.0010715	0.00014906	0.19359	0.20421	0.24253	0.21755	0.082285	0.13797	0.14057	0.11692	0.13872	-0.031418	-0.09115	0.10528	0.13244	0.12986	0.14102	0.14138	-0.094371	0.033591	-0.13766	0.13862	0.59523	0.25354	0.39988	0.4015	0.26982	0.045807	0.10582	0.11893	1.5304	625
0.012146	0.24168	0.21518	0.26848	0.113	0.093857	0.19287	0.32668	0.23531	0.38008	0.0685	0.14414	0.010325	0.011651	0.010054	0.010864	0.010044	0.38008	0.17577	0.071226	-0.10455	0.036565	0.21454	0.31913	0.46792	0.65192	0.75213	0.36354	0.052206	0.58477	0.67916	0.785	0.14103	0.088941	0.06611	0.051498	0.028311	0.040586	0.15548	0.11772	0.18071	0.032599	0.021672	0.00053541	0.0033665	0.0015247	0.0010725	0.00014468	0.24786	0.22546	0.15345	0.21678	-0.077056	0.12561	0.0067032	0.13672	0.13913	-0.11627	0.13979	0.082098	0.14111	0.13991	0.13946	-0.0054789	0.13345	-0.087042	-0.11865	0.14023	0.3716	0.18734	0.36335	0.32665	0.086385	0.0097436	0.084744	0.075479	1.6159	559
0.020037	0.20637	0.23838	0.22713	0.35383	0.43254	0.39635	0.40842	0.37283	0.3718	0.39861	0.39839	0.036614	0.011304	0.0069074	0.0052638	0.0027756	0.43254	0.22623	0.042087	-0.18414	0.065346	0.2459	0.29053	0.34098	0.39254	0.42926	0.77604	0.25816	0.75824	0.73205	0.69144	0.058773	0.067876	0.083947	0.16123	0.14625	0.15889	0.15705	0.14134	0.12884	0.10593	0.15015	0.0038675	0.0030923	0.00087677	0.00043827	0.00034661	0.23447	0.25809	0.21261	0.24888	-0.036292	-0.13298	-0.14073	-0.11439	-0.11147	-0.14133	-0.12796	-0.13977	-0.09628	-0.13226	0.06358	0.038351	0.11674	-0.092593	-0.066243	0.11533	0.0055293	0.018512	0.41093	0.11498	-0.038888	-0.023885	0.11915	-0.021816	1.8664	691
0.019533	0.24252	0.30414	0.26677	0.35468	0.36675	0.37804	0.32755	0.31676	0.33787	0.31134	0.29788	0.0095605	0.0083725	0.0079319	0.0028121	0.0026872	0.37804	0.11194	0.0093366	-0.10261	0.054681	0.12608	0.15989	0.20104	0.24623	0.28055	0.69896	0.16594	0.31098	0.30643	0.32108	0.10552	0.12789	0.10813	0.10922	0.12209	0.13466	0.11928	0.13545	0.093563	0.049114	0.037937	0.00086463	0.0018759	0.0004005	0.00026326	9.0496e-05	0.24409	0.22424	0.15828	0.2223	-0.12211	-0.080316	0.018808	0.070711	-0.042357	0.039262	-0.10052	-0.02398	-0.10242	0.14056	0.14115	-0.045516	-0.096418	-0.11992	0.13063	-0.066882	0.16896	0.26158	0.47753	0.27263	0.0053823	0.041699	0.16361	0.042464	1.6409	690.5
0.015308	0.20175	0.23095	0.21819	0.37121	0.23901	0.22808	0.2179	0.25548	0.21094	0.24507	0.24828	0.038448	0.031618	0.036198	0.048784	0.053223	0.37121	0.067998	0.052697	-0.015301	0.063642	0.074301	0.088714	0.10519	0.12223	0.13464	0.67604	0.12305	0.26348	0.45178	0.44647	0.063729	0.039527	0.058354	0.12502	0.057703	0.061589	0.082979	0.096286	0.0584	0.053586	0.068859	0.002933	0.00080748	0.00075051	0.0018652	0.0020077	0.25384	0.22271	0.2545	0.24573	0.081974	-0.11194	0.091789	0.12932	0.067017	-0.13374	-0.10169	-0.10405	0.067725	-0.069354	0.12212	0.13965	0.043855	-0.12697	0.12935	0.1255	0.24888	0.099895	0.074624	0.14467	0.013934	-0.028448	-0.035706	-0.018856	1.9993	690.5
0.012128	0.12969	0.089063	0.16008	0.095888	0.13129	0.3245	0.6795	0.82532	0.78602	0.66705	0.38563	0.024105	0.027746	0.03331	0.013169	0.0067965	0.82532	0.44572	0.25069	-0.19503	0.051303	0.50844	0.6613	0.85218	1.0664	1.2272	0.21771	0.084131	0.53813	0.63633	0.70101	0.039599	0.013328	0.019715	0.031217	0.062971	0.1552	0.32708	0.40141	0.38102	0.14029	0.14039	0.0079426	0.0095375	0.0048399	0.0062985	0.00042711	0.034197	0.31437	0.073207	0.21593	0.10421	0.12135	-0.13258	0.12331	0.13015	0.13364	0.12578	0.11341	0.11733	0.042471	0.11837	0.074766	0.073215	0.020452	0.13367	-0.11356	0.22628	0.2339	0.089342	0.53923	0.032111	-0.001179	-0.02481	0.22828	1.2299	1219
0.012295	0.13263	0.089046	0.16255	0.097506	0.13257	0.32644	0.68124	0.82635	0.78689	0.66744	0.38753	0.026833	0.030427	0.035908	0.014118	0.0071771	0.82635	0.3444	0.15566	-0.18874	0.057717	0.38374	0.47631	0.58655	0.7052	0.79516	0.30104	0.12505	0.32435	0.50473	0.4508	0.014757	0.010937	0.049699	0.024188	0.040495	0.067909	0.16189	0.19778	0.2328	0.31726	0.18476	0.011144	0.0091018	0.0066702	0.0018869	0.00070612	0.063985	0.23172	0.037316	0.16278	-0.13155	0.067451	0.14128	0.11189	0.12192	0.11199	0.097699	0.083347	0.11753	0.1414	0.13764	0.086056	0.025994	-0.0081291	-0.007123	0.070927	0.11162	0.17692	0.072422	0.46198	-0.019629	-0.018082	-0.013791	0.16415	1.4471	1219
0.013458	0.20888	0.2303	0.23166	0.44695	0.34323	0.33016	0.30298	0.26443	0.1859	0.13947	0.15136	0.010736	0.010077	0.019962	0.0054925	0.0018507	0.44695	0.041741	0.028424	-0.013317	0.053067	0.047295	0.060694	0.077202	0.09552	0.10938	0.48854	0.095658	0.29779	0.3043	0.33436	0.059331	0.03225	0.033958	0.081143	0.073043	0.068565	0.057432	0.10858	0.0071989	0.010948	0.0058662	0.00037522	0.00026194	0.001955	6.3956e-05	0.00020061	0.23858	0.20814	0.20945	0.21963	0.095565	-0.11118	0.093548	0.079163	0.13561	0.11965	-0.042486	0.011124	0.10686	0.12619	0.041732	0.062035	-0.065925	-0.1206	0.12712	-0.072949	0.34556	0.27276	0.18194	0.27425	0.058973	0.033384	-0.0038447	0.03253	1.7231	661.5
0.020755	0.36333	0.3648	0.38952	0.42923	0.32419	0.29819	0.28922	0.28904	0.20465	0.078718	0.16107	0.010394	0.015325	0.012189	0.0072922	0.002748	0.42923	0.13574	0.094615	-0.04113	0.088291	0.13894	0.14565	0.15202	0.15691	0.15434	0.56563	0.15258	0.3002	0.42829	0.44975	0.12852	0.13768	0.07502	0.05959	0.044285	0.15426	0.14188	0.022983	0.023308	0.010102	0.040046	0.0027176	0.0024699	0.0015011	0.00056028	0.00032233	0.14638	0.26156	0.2216	0.21918	-0.051192	-0.13427	0.13177	0.12956	0.1326	0.047258	0.10355	0.00507	0.13475	0.12674	-0.12698	0.12052	0.12823	-0.049024	-0.13752	0.11681	0.25057	0.21779	0.19263	0.25731	0.028473	-0.0042262	-0.0032436	0.025824	1.8123	731.5
